system_name,planet_name,period_days
K2-187,K2-187 c,2.871512
K2-280,K2-280 b,19.89526
Kepler-21,Kepler-21 b,2.7858212
Kepler-197,Kepler-197 b,5.599308
HD 114729,HD 114729 b,1121.79
K2-157,K2-157 b,0.3652575
K2-156,K2-156 b,0.813143
HD 117618,HD 117618 b,25.8
K2-244,K2-244 b,21.06884
HD 11964,HD 11964 c,37.91
K2-160,K2-160 b,3.705871
HD 121504,HD 121504 b,63.33
K2-162,K2-162 b,9.45889
Kepler-20,Kepler-20 c,10.8540774
EPIC 201595106,EPIC 201595106 b,0.87724
HD 10180,HD 10180 f,122.744
HD 12661,HD 12661 c,1708.0
K2-175,K2-175 b,9.525988
HD 134987,HD 134987 b,258.17999
Kepler-9,Kepler-9 d,1.592851
K2-185,K2-185 b,10.616384
HD 102195,HD 102195 b,4.11377
HD 134060,HD 134060 c,1291.5646
HD 102329,HD 102329 b,778.09998
HD 102365,HD 102365 b,122.1
K2-341,K2-341 b,36.552551
K2-189,K2-189 b,2.588309
K2-201,K2-201 c,22.779878
K2-222,K2-222 b,15.38857
K2-334,K2-334 b,5.113981
HD 108863,HD 108863 b,437.7
K2-352,K2-352 c,8.234885
G 9-40,G 9-40 b,5.7459982
K2-342,K2-342 b,11.561052
HD 109246,HD 109246 b,68.27
HD 108874,HD 108874 b,394.48123
Kepler-132,Kepler-132 d,18.010199
K2-281,K2-281 b,8.687721
HAT-P-3,HAT-P-3 b,2.8997
HAT-P-37,HAT-P-37 b,2.797436
HD 158038,HD 158038 b,521.0
HAT-P-8,HAT-P-8 b,3.07634
HD 100777,HD 100777 b,383.0
HD 160691,HD 160691 b,645.0
HD 10180,HD 10180 d,16.357
HD 10180,HD 10180 e,49.748
HD 160691,HD 160691 e,307.9
HD 136352,HD 136352 c,27.59221
HD 136418,HD 136418 b,464.29999
HD 13808,HD 13808 b,14.1815
HD 163607,HD 163607 b,75.2203
HD 13931,HD 13931 b,4218.0
HD 16417,HD 16417 b,17.24
HD 139357,HD 139357 b,1124.79139
HD 142245,HD 142245 b,1299.0
HD 164922,HD 164922 b,1207.0
HD 142,HD 142 b,351.43394
HD 1690,HD 1690 b,533.0
HD 143361,HD 143361 b,1039.15
HD 169830,HD 169830 c,1818.82339
HD 1461,HD 1461 b,5.77152
HD 147018,HD 147018 b,44.236
HD 148427,HD 148427 b,331.5
Kepler-222,Kepler-222 d,28.081912
HD 155358,HD 155358 c,391.9
HD 155358,HD 155358 b,194.3
HAT-P-36,HAT-P-36 b,1.32734683
HD 156668,HD 156668 b,4.6455
Kepler-6,Kepler-6 b,3.2346996
Kepler-491,Kepler-491 b,4.225384512
Kepler-257,Kepler-257 b,2.382667
GJ 676 A,GJ 676 A b,1051.44521
GJ 832,GJ 832 b,3853.0
GJ 179,GJ 179 b,2288.0
GJ 667 C,GJ 667 C b,7.203
KOI-134,KOI-134 b,67.1277
TOI-5882,TOI-5882 b,7.148972
HD 17156,HD 17156 b,21.21663
HD 175541,HD 175541 b,298.43
HD 202206,HD 202206 c,1260.0
CoRoT-10,CoRoT-10 b,13.2406
HD 204941,HD 204941 b,1733.0
CoRoT-11,CoRoT-11 b,2.99433
CoRoT-18,CoRoT-18 b,1.9000693
HD 180902,HD 180902 b,510.9
HD 206610,HD 206610 b,673.2
CoRoT-19,CoRoT-19 b,3.89713
HD 118203,HD 118203 c,5103.0
WASP-96,WASP-96 b,3.4252602
HD 181342,HD 181342 b,564.1
HD 20781,HD 20781 b,5.3135
CoRoT-8,CoRoT-8 b,6.21229
CoRoT-7,CoRoT-7 b,0.85359163
HD 181433,HD 181433 c,962.0
GJ 3021,GJ 3021 b,133.71
GJ 86,GJ 86 b,15.76491
HD 181720,HD 181720 b,956.0
HD 213240,HD 213240 b,882.70001
HD 216435,HD 216435 b,1311.0
GJ 876,GJ 876 b,61.1166
HAT-P-12,HAT-P-12 b,3.2130598
HD 187123,HD 187123 b,3.0965828
HAT-P-14,HAT-P-14 b,4.62767
HD 18742,HD 18742 b,766.0
SWEEPS-4,SWEEPS-4 b,4.2
HAT-P-19,HAT-P-19 b,4.00878322
HD 190360,HD 190360 c,17.111
HAT-P-21,HAT-P-21 b,4.12448
HD 192310,HD 192310 c,525.8
30 Ari B,30 Ari B b,335.10001
HD 23079,HD 23079 b,730.59998
47 UMa,47 UMa d,14002.0
4 UMa,4 UMa b,270.27
Kepler-770,Kepler-770 b,18.92540274
Kepler-1738,Kepler-1738 b,7.674630165
55 Cnc,55 Cnc d,5574.2
HD 27442,HD 27442 b,428.1
55 Cnc,55 Cnc e,0.7365474
61 Vir,61 Vir c,38.021
61 Vir,61 Vir b,4.215
HD 285968,HD 285968 b,8.7836
61 Vir,61 Vir d,123.01
HD 30562,HD 30562 b,1157.0
BD+20 2457,BD+20 2457 b,379.63
bet Pic,bet Pic b,8617.50952
Kepler-138,Kepler-138 b,10.3134
BD+48 738,BD+48 738 b,392.6
HD 31527,HD 31527 b,16.5535
HD 330075,HD 330075 b,3.38773
HD 31527,HD 31527 d,271.6737
HD 21693,HD 21693 b,22.6786
HD 217107,HD 217107 b,7.12682
HD 33283,HD 33283 b,18.1991
HD 217107,HD 217107 c,4270.0
HD 3651,HD 3651 b,62.25
HD 217786,HD 217786 b,1301.36009
HD 37124,HD 37124 d,1862.0
HD 219828,HD 219828 b,3.83483
HD 22781,HD 22781 b,528.07
HD 224693,HD 224693 b,26.6904
K2-384,K2-384 d,6.679582
K2-384,K2-384 e,9.715043
Kepler-268,Kepler-268 b,25.934138
Kepler-772,Kepler-772 b,12.99207337
K2-268,K2-268 f,26.27057
K2-385,K2-385 b,2.380867
18 Del,18 Del b,982.85
14 And,14 And b,186.76
7 CMa,7 CMa b,735.1
TOI-444,TOI-444 b,17.9636
TOI-512,TOI-512 b,7.18886
Kepler-806,Kepler-806 b,8.09219642
HD 42813,HD 42813 b,13.6308205
K2-368,K2-368 c,9.660186
K2-343,K2-343 b,2.787174
Kepler-260,Kepler-260 b,8.187399
Kepler-771,Kepler-771 b,8.73485836
Kepler-803,Kepler-803 b,50.28638192
HD 154088,HD 154088 b,18.56
TOI-2109,TOI-2109 b,0.67247414
TOI-1842,TOI-1842 b,9.5739181
b Cen A,b Cen AB b,1790000.0
NGTS-20,NGTS-20 b,54.18915
Kepler-421,Kepler-421 b,704.1984
Kepler-50,Kepler-50 c,9.37647
TOI-2337,TOI-2337 b,2.99432
TOI-833,TOI-833 b,1.0418777
TOI-1411,TOI-1411 b,1.4520527
TOI-2260,TOI-2260 b,0.3524728
K2-384,K2-384 b,2.231527
TOI-712,TOI-712 d,84.8396
Kepler-404,Kepler-404 b,11.829851
Kepler-122,Kepler-122 f,56.268
HD 39091,pi Men d,124.64
CoRoT-7,CoRoT-7 d,8.966
K2-389,K2-389 b,8.584043
TOI-1696,TOI-1696 b,2.500311
Kepler-1990,Kepler-1990 b,1.73513619
TOI-500,TOI-500 e,61.3
K2-395,K2-395 b,4.803352
TOI-1181,TOI-1181 b,2.103189
Kepler-51,Kepler-51 c,85.312
Kepler-115,Kepler-115 c,8.990889
TOI-1107,TOI-1107 b,4.0782387
TOI-286,TOI-286 b,4.5117244
Kepler-69,Kepler-69 b,13.722341
K2-402,K2-402 b,17.27474
HD 28109,HD 28109 c,56.00819
HD 28109,HD 28109 b,22.89104
K2-404,K2-404 b,13.115365
Kepler-804,Kepler-804 b,14.37457351
Kepler-264,Kepler-264 b,40.806231
Kepler-263,Kepler-263 b,16.568087
HD 150010,HD 150010 b,562.0
TIC 257060897,TIC 257060897 b,3.660028
Kepler-821,Kepler-821 b,1.92279873
TOI-1789,TOI-1789 b,3.208664
TOI-1296,TOI-1296 b,3.9443736
17 Sco,17 Sco b,578.38
EPIC 220492298,EPIC 220492298 b,0.762406
Kepler-820,Kepler-820 b,127.8338098
GJ 367,GJ 367 b,0.3219225
Kepler-396,Kepler-396 c,88.505
Kepler-794,Kepler-794 b,11.13125132
BD+63 1405,BD+63 1405 b,1198.48
HD 152843,HD 152843 b,11.6264
HD 136925,HD 136925 b,4540.0
HIP 114933,HIP 114933 b,1481.6
Kepler-504,Kepler-504 b,9.549275422
HD 26161,HD 26161 b,10942.29013
HD 3765,HD 3765 b,1211.0
Kepler-835,Kepler-835 b,11.41909375
HD 156668,HD 156668 c,811.3
TOI-1347,TOI-1347 c,4.841962
GJ 720 A,GJ 720 A b,19.466
TOI-969,TOI-969 b,1.8237305
TOI-1052,TOI-1052 b,9.139703
HD 27969,HD 27969 b,654.5
NGTS-10,NGTS-10 b,0.7668944
HD 158259,HD 158259 f,12.028
TOI-1450 A,TOI-1450 A b,2.0439274
TOI-1728,TOI-1728 b,3.49151
TOI-700,TOI-700 c,16.051137
Kepler-132,Kepler-132 c,6.414914
TOI-2406,TOI-2406 b,3.0766891
TOI-1173,TOI-1173 b,7.06466
BD-11 4672,BD-11 4672 c,74.2
TOI-1518,TOI-1518 b,1.902603
K2-331,K2-331 b,9.398977
Kepler-789,Kepler-789 b,8.63847725
GJ 2056,GJ 2056 b,69.971
K2-316,K2-316 b,1.133
HD 86226,HD 86226 c,3.98442
K2-204,K2-204 b,7.055908
K2-207,K2-207 b,12.48749
K2-383,K2-383 b,1.865962
WD 1856+534,WD 1856+534 b,1.4079405
TOI-421,TOI-421 c,16.067541
K2-324,K2-324 b,3.262
HD 56414,HD 56414 b,29.04992
K2-208,K2-208 b,4.19097
K2-210,K2-210 b,0.57023
K2-219,K2-219 c,6.66767
K2-223,K2-223 b,0.50557
GJ 3473,GJ 3473 c,15.509
TOI-837,TOI-837 b,8.3249113
EPIC 201757695,EPIC 201757695.02,2.0478
NGTS-12,NGTS-12 b,7.532806
TOI-1248,TOI-1248 b,4.3601561
K2-225,K2-225 b,15.8723
K2-227,K2-227 b,13.621832
K2-223,K2-223 c,4.562546
TOI-122,TOI-122 b,5.07803
LP 714-47,LP 714-47 b,4.052037
TOI-481,TOI-481 b,10.33111
K2-229,K2-229 b,0.584216
TOI-561,TOI-561 e,77.144
HD 108236,HD 108236 c,6.203449
HD 108236,HD 108236 d,14.175685
TOI-561,TOI-561 c,10.778838
EPIC 229004835,EPIC 229004835 b,16.141132
Kepler-505,Kepler-505 b,27.52197994
Kepler-745,Kepler-745 b,9.93143556
K2-230,K2-230 b,2.86041
TOI-628,TOI-628 b,3.4095675
TOI-640,TOI-640 b,5.003777
NGTS-13,NGTS-13 b,4.119027
TOI-1295,TOI-1295 b,3.1968838
Kepler-262,Kepler-262 c,21.853722
NGTS-18,NGTS-18 b,3.05125
TOI-257,TOI-257 b,18.38818
HD 5278,HD 5278 c,40.87
GJ 414 A,GJ 414 A b,50.8
K2-102,K2-102 b,9.915615
TAP 26,TAP 26 b,10.79
HD 164922,HD 164922 d,12.458
KELT-16,KELT-16 b,0.9689951
Kepler-949,Kepler-949 c,20.99757968
Kepler-307,Kepler-307 c,13.0729
TOI-1338 A,TOI-1338 b,95.4001
WASP-176,WASP-176 b,3.899052
HD 106315,HD 106315 c,21.05704
K2-148,K2-148 d,9.7579
K2-152,K2-152 b,32.6479
KELT-21,KELT-21 b,3.6127647
gam Lib,gam Lib b,414.88
gam Lib,gam Lib c,966.49
K2-155,K2-155 b,6.342
K2-241,K2-241 b,26.8199
K2-245,K2-245 b,11.89307
K2-246,K2-246 b,5.76918
IC 4651 9122,IC 4651 9122 b,734.0
K2-261,K2-261 b,11.6334681
K2-264,K2-264 c,19.660302
HD 55696,HD 55696 b,1827.0
WASP-159,WASP-159 b,3.840401
WASP-160 B,WASP-160 B b,3.7684952
K2-268,K2-268 b,2.151676
Qatar-10,Qatar-10 b,1.645321
HD 211970,HD 211970 b,25.201
Qatar-9,Qatar-9 b,1.540731
TOI-1467,TOI-1467 b,5.97114713
TOI-150,TOI-150.01,5.857487
WASP-129,WASP-129 b,5.748145
HATS-29,HATS-29 b,4.6058749
HD 180617,HD 180617 b,105.911
NSVS 14256825,NSVS 14256825 b,3225.0
V1298 Tau,V1298 Tau b,24.1396
V1298 Tau,V1298 Tau c,8.24958
V1298 Tau,V1298 Tau d,12.4032
V1298 Tau,V1298 Tau e,53.5
K2-38,K2-38 b,4.01593
DE CVn,DE CVn b,4098.1
WASP-166,WASP-166 b,5.44354
DS Tuc A,DS Tuc A b,8.138268
NGC 2682 YBP 401,NGC 2682 YBP 401 b,4.087
KIC 7917485,KIC 7917485 b,840.0
HD 133131 B,HD 133131 B b,5769.0
HD 213885,HD 213885 b,1.008035
DMPP-1,DMPP-1 c,6.584
HD 233832,HD 233832 b,2058.0
HD 224538,HD 224538 b,1202.05199
Kepler-761,Kepler-761 b,10.12804789
Kepler-95,Kepler-95 b,11.5231
HATS-31,HATS-31 b,3.37796
WASP-181,WASP-181 b,4.5195064
Wolf 1061,Wolf 1061 d,217.21
HD 33844,HD 33844 b,551.40002
psi1 Dra B,psi1 Dra B b,3117.0
Kepler-47,Kepler-47 d,187.366
HIP 109384,HIP 109384 b,499.48
HIP 65407,HIP 65407 b,28.125
KELT-4 A,KELT-4 A b,2.9895932
K2-26,K2-26 b,14.5665
K2-29,K2-29 b,3.2588321
HATS-17,HATS-17 b,16.254611
KELT-15,KELT-15 b,3.32944
HATS-66,HATS-66 b,3.1414391
K2-34,K2-34 b,2.9956348
K2-290,K2-290 b,9.21165
Kepler-779,Kepler-779 b,7.09714223
HD 33142,HD 33142 c,810.2
HD 103949,HD 103949 b,120.878
HATS-23,HATS-23 b,2.1605156
HD 8326,HD 8326 b,158.991
GJ 3323,GJ 3323 c,40.54
HIP 67537,HIP 67537 b,2523.64713
KELT-12,KELT-12 b,5.031623
GJ 3323,GJ 3323 b,5.3636
HD 156279,HD 156279 c,4818.25358
HD 45184,HD 45184 c,13.1354
HATS-70,HATS-70 b,1.8882378
HIP 54373,HIP 54373 b,7.76
TOI-858 B,TOI-858 B b,3.2797178
HD 27894,HD 27894 c,36.07
BD+03 2562,BD+03 2562 b,481.9
K2-113,K2-113 b,5.817685
HATS-59,HATS-59 b,5.416081
HD 23472,HD 23472 b,17.667087
HD 21411,HD 21411 b,84.288
Kepler-445,Kepler-445 d,8.15275
K2-117,K2-117 c,5.444017
K2-118,K2-118 b,50.92092
K2-128,K2-128 b,5.675819
K2-129,K2-129 b,8.239493
Gl 378,Gl 378 b,3.822
HATS-13,HATS-13 b,3.0440499
HD 164595,HD 164595 b,40.0
K2-21,K2-21 b,9.325038
K2-131,K2-131 b,0.3693038
HD 180053,HD 180053 b,213.72
WASP-47,WASP-47 e,0.78961
WASP-151,WASP-151 b,4.5334775
WASP-156,WASP-156 b,3.8361623
HD 34445,HD 34445 d,117.87
HD 12648,HD 12648 b,133.60001
HD 11755,HD 11755 b,433.70001
K2-136,K2-136 d,25.575
HD 111591,HD 111591 b,1056.4
K2-139,K2-139 b,28.380619
HD 34445,HD 34445 f,676.8
HAT-P-57,HAT-P-57 b,2.4653
HD 176986,HD 176986 c,16.8191
Kepler-269,Kepler-269 b,5.326718
HD 147379,HD 147379 b,86.58
K2-138,K2-138 b,2.35309
K2-285,K2-285 d,10.45582
HD 221416,HD 221416 b,14.2767
HD 219134,HD 219134 f,22.717
HD 219134,HD 219134 h,2247.0
HD 95872,HD 95872 b,4375.0
TYC 3318-01333-1,TYC 3318-01333-1 b,562.0
Kepler-776,Kepler-776 b,4.89718784
TOI-913,TOI-913 b,11.098644
TOI-2364,TOI-2364 b,4.0197517
TOI-3757,TOI-3757 b,3.438753
TOI-4791,TOI-4791 b,4.28088
TOI-178,TOI-178 f,15.231915
TOI-1723,TOI-1723 b,13.727012643
Kepler-138,Kepler-138 d,23.0923
Kepler-79,Kepler-79 e,81.0659
TOI-2803 A,TOI-2803 A b,1.96229325
Kepler-110,Kepler-110 b,12.691112
Kepler-164,Kepler-164 b,5.03503
KOI-351,KOI-351 c,8.719375
HD 11505,HD 11505 b,32669.22247
HATS-56,HATS-56 b,4.324799
HATS-57,HATS-57 b,2.350621
WASP-180 A,WASP-180 A b,3.409264
TOI-2384,TOI-2384 b,2.13570304
TOI-2818,TOI-2818 b,4.039709
Kepler-240,Kepler-240 b,4.144495
Kepler-42,Kepler-42 d,1.865169
Kepler-230,Kepler-230 c,91.773242
HD 14067,HD 14067 b,2744.0
WASP-184,WASP-184 b,5.1817
GJ 160.2,GJ 160.2 b,5.2354
GJ 180,GJ 180 b,17.133
TOI-125,TOI-125 d,19.98
GJ 422,GJ 422 b,20.129
TOI-1753,TOI-1753 b,5.3846104
Kepler-130,Kepler-130 c,27.50868
Kepler-885,Kepler-885 b,18.11472949
TOI-3819,TOI-3819 b,3.2443141
Kepler-302,Kepler-302 b,30.184104
TOI-4551,TOI-4551 b,9.95581
Kepler-168,Kepler-168 b,4.425391
TOI-4860,TOI-4860 b,1.5227591
Kepler-286,Kepler-286 d,5.914323
HIP 97233,HIP 97233 b,1062.26506
Kepler-1439,Kepler-1439 b,8.07392849
KIC 10001893,KIC 10001893 d,0.81161
7 CMa,7 CMa c,996.0
TOI-1768,TOI-1768.01,7.337703649
TOI-2084,TOI-2084 b,6.0784247
TOI-2088,TOI-2088 b,124.72997
Kepler-1753,Kepler-1753 b,16.00460052
TOI-3837,TOI-3837 b,11.88865
WASP-178,WASP-178 b,3.3448285
NGTS-30,NGTS-30 b,98.29838
Kepler-244,Kepler-244 d,20.050401
TOI-5218,TOI-5218 b,4.291452
Kepler-253,Kepler-253 b,3.783986
WASP-82,WASP-82 b,2.70579
HD 5319,HD 5319 c,872.2
EPIC 201841433,EPIC 201841433 b,4.1698
EPIC 201497682,EPIC 201497682 b,2.13174
TOI-1775,TOI-1775 b,10.2405549
TOI-4562,TOI-4562 b,225.1064
TOI-5573,TOI-5573 b,8.79758977
Kepler-265,Kepler-265 c,17.028937
TOI-1782,TOI-1782.01,4.987641028
TOI-2120,TOI-2120 b,5.7998164
Kepler-32,Kepler-32 f,0.74296
TOI-3912,TOI-3912 b,3.4936264
TOI-4582,TOI-4582 b,31.034
Kepler-254,Kepler-254 c,12.412183
Kepler-1936,Kepler-1936 b,126.5569992
Kepler-117,Kepler-117 b,18.7959228
CoRoT-29,CoRoT-29 b,2.85057
CoRoT-28,CoRoT-28 b,5.20851
Kepler-309,Kepler-309 b,5.923653
Kepler-119,Kepler-119 c,4.125103
Kepler-46,Kepler-46 d,6.766589
Kepler-207,Kepler-207 c,3.071571
TOI-2498,TOI-2498 b,3.738252
KOI-1599,KOI-1599.01,20.4415
TOI-3976 A,TOI-3976 A b,6.607662
Kepler-121,Kepler-121 c,41.008011
Kepler-181,Kepler-181 b,3.137873
Kepler-758,Kepler-758 c,4.75793986
Kepler-218,Kepler-218 d,124.5244647
Kepler-756,Kepler-756 b,1.224866322
HATS-9,HATS-9 b,1.915291
HATS-10,HATS-10 b,3.312846
Kepler-450,Kepler-450 d,7.51464
TOI-2525,TOI-2525 b,23.2856
TOI-3984 A,TOI-3984 A b,4.353326
Kepler-15,Kepler-15 b,4.942782
alf Tau,alf Tau b,628.96
HIP 65891,HIP 65891 b,1079.55726
Gl 49,Gl 49 b,13.8508
TOI-2196,TOI-2196 b,1.1947268
TOI-2545,TOI-2545 b,7.994037
HD 52265,HD 52265 b,119.27
TOI-1820,TOI-1820 b,4.860674
TOI-2158,TOI-2158 b,8.60077
TOI-2025,TOI-2025 b,8.8720982
Kepler-85,Kepler-85 d,17.91323
Kepler-598,Kepler-598 c,86.4945
LHS 1678,LHS 1678 d,4.9652229
Kepler-907,Kepler-907 b,15.86621821
TOI-1472,TOI-1472 b,6.36381
TOI-2570,TOI-2570 b,2.9887615
TOI-3364,TOI-3364 b,5.8768918
Kepler-273,Kepler-273 c,8.014927
TOI-1260,TOI-1260 d,16.608164
WASP-89,WASP-89 b,3.3564227
K2-4,K2-4 b,10.003417
K2-7,K2-7 b,28.6781
WASP-74,WASP-74 b,2.13775
Kepler-133,Kepler-133 b,8.129976
K2-13,K2-13 b,39.91488
K2-8,K2-8 b,10.35239
TOI-1855,TOI-1855 b,1.36414864
Kepler-1987,Kepler-1987 d,5.644914154
Kepler-306,Kepler-306 c,7.240193
Kepler-87,Kepler-87 c,191.2318
Kepler-152,Kepler-152 c,88.255055
Kepler-218,Kepler-218 b,3.619337
TOI-1680,TOI-1680 b,4.8026345
TOI-1883,TOI-1883 b,4.50638
TOI-1859,TOI-1859 b,63.48347
TOI-2295,TOI-2295 b,30.033302
TOI-4127,TOI-4127 b,56.39879
Kepler-153,Kepler-153 c,46.90232
Kepler-224,Kepler-224 d,11.349393
Kepler-286,Kepler-286 c,3.468095
Kepler-227,Kepler-227 c,54.418694
TOI-5110,TOI-5110 b,30.158577
Kepler-107,Kepler-107 d,7.95839
HD 110537,HD 110537 b,24469.67342
Kepler-1763,Kepler-1763 b,1.480280042
Kepler-4,Kepler-4 b,3.21346
Kepler-27,Kepler-27 b,15.3348
Kepler-1670,Kepler-1670 b,20.4998
HD 74698,HD 74698 b,15.017
Kepler-1773,Kepler-1773 b,40.80970001
HD 4203,HD 4203 c,6700.0
Kepler-385,Kepler-385 b,10.043686
Kepler-932,Kepler-932 b,1.921437396
Kepler-20,Kepler-20 b,3.6961049
Kepler-1050,Kepler-1050 b,15.3787546
WASP-99,WASP-99 b,5.75251
WASP-97,WASP-97 b,2.07276
HD 136118,HD 136118 b,1187.59765
Kepler-342,Kepler-342 c,26.234138
Kepler-313,Kepler-313 b,14.970418
Kepler-348,Kepler-348 b,7.05677
Kepler-385,Kepler-385 d,56.4159
Kepler-1012,Kepler-1012 b,5.50860439
CoRoT-16,CoRoT-16 b,5.35227
HD 166724,HD 166724 b,5144.0
HD 180314,HD 180314 b,394.73
HD 196067,HD 196067 b,3638.0
CoRoT-26,CoRoT-26 b,4.20474
HAT-P-45,HAT-P-45 b,3.128992
HD 97037,HD 97037 b,6449.08337
TOI-1136,TOI-1136 g,39.545
Kepler-68,Kepler-68 e,3455.0
GJ 806,GJ 806 b,0.9263237
TOI-2458,TOI-2458 c,16.553
Kepler-1057,Kepler-1057 b,14.08827448
HD 27631,HD 27631 b,2198.14
HIP 5158,HIP 5158 c,9017.76
HU Aqr,HU Aqr AB c,4368.0
HD 220689,HD 220689 b,2266.4
bet UMi,bet UMi b,522.3
Kepler-24,Kepler-24 d,4.244384
XO-2 S,XO-2 S b,18.157
mu Leo,mu Leo b,357.8
GJ 680,GJ 680 b,17281.66514
HD 22946,HD 22946 d,47.42489
TOI-771,TOI-771 c,7.61
HATS-1,HATS-1 b,3.446459
NN Ser,NN Ser d,2883.5
HD 155918,HD 155918 b,1.87567
TOI-1288,TOI-1288 c,416.0
TOI-815,TOI-815 c,34.976145
HD 110067,HD 110067 d,20.519617
Kepler-1520,Kepler-1520 b,0.653553572
Kepler-322,Kepler-322 c,4.337234
Kepler-139,Kepler-139 d,7.305699922
HD 115404 A,HD 115404 A c,15319.22517
TOI-6038 A,TOI-6038 A b,5.8267311
HD 110067,HD 110067 e,30.793091
Kepler-199,Kepler-199 b,23.637604
HD 77338,HD 77338 b,5.7361
HAT-P-41,HAT-P-41 b,2.69405
HD 219415,HD 219415 b,2093.3
HD 16905,HD 16905 b,10256.0
HD 18143,HD 18143 c,28982.41764
TOI-2000,TOI-2000 c,9.127055
TOI-4527,TOI-4527.01,0.3994445
omi CrB,omi CrB b,187.01
HD 102888,HD 102888 b,252.06
Kepler-1784,Kepler-1784 b,13.59049988
Kepler-1056,Kepler-1056 b,27.495606
Kepler-493,Kepler-493 b,3.003876581
HD 40307,HD 40307 g,197.8
Kepler-350,Kepler-350 b,11.189562
HAT-P-38,HAT-P-38 b,4.640382
HD 204313,HD 204313 e,7325.64666
HIP 948,HIP 948 b,24955.45756
Kepler-319,Kepler-319 d,31.781925
Kepler-11,Kepler-11 f,46.6888
Kepler-411,Kepler-411 b,3.005156
TIC 241249530,TIC 241249530 b,165.7719
KOBE-1,KOBE-1 c,29.671
Kepler-51,Kepler-51 b,45.154
BD-06 1339,BD-06 1339 c,125.94
HD 184010,HD 184010 c,484.3
Kepler-52,Kepler-52 c,16.3850021
TIC 434398831,TIC 434398831 c,6.210291
Kepler-1674,Kepler-1674 b,62.5611
GJ 163,GJ 163 b,8.63182
KELT-3,KELT-3 b,2.70339
TIC 279401253,TIC 279401253 b,76.8
NGTS-33,NGTS-33 b,2.827972
Kepler-732,Kepler-732 c,0.893041236
Kepler-333,Kepler-333 b,12.551158
Kepler-1051,Kepler-1051 b,25.96200249
HD 25912,HD 25912 c,26308.65619
Kepler-919,Kepler-919 b,11.04603384
Kepler-107,Kepler-107 c,4.901452
Kepler-78,Kepler-78 b,0.35500745
GJ 667 C,GJ 667 C g,256.2
HD 29985,HD 29985 b,20608.14049
Kepler-1762,Kepler-1762 b,29.53910065
WASP-84,WASP-84 c,1.4468849
Kepler-109,Kepler-109 c,21.22265
Kepler-1671,Kepler-1671 b,4.16787
TOI-4562,TOI-4562 c,3990.0
Kepler-351,Kepler-351 c,57.24809
Kepler-1016,Kepler-1016 b,1.954524342
HATS-3,HATS-3 b,3.547851
HATS-2,HATS-2 b,1.35413379
HD 457,HD 457 b,20324.58153
WASP-149,WASP-149 b,1.332813
Barnard's star,Barnard c,4.1244
Kepler-986,Kepler-986 b,56.4349938
Kepler-981,Kepler-981 b,4.469757736
WASP-148,WASP-148 b,8.803809
WASP-65,WASP-65 b,2.3114243
HD 13908,HD 13908 b,19.382
HIP 91258,HIP 91258 b,5.0505
Kepler-923,Kepler-923 b,6.93366476
BD-210397,BD-210397 c,6240.0
IRAS 04125+2902,IRAS 04125+2902 b,8.834978
Kepler-963,Kepler-963 c,0.919783
Kepler-352,Kepler-352 c,16.332995
Kepler-969,Kepler-969 b,34.1731714
HD 154857,HD 154857 c,3452.0
Kepler-177,Kepler-177 c,49.40926
HD 122562,HD 122562 c,84.96276
HD 62549,HD 62549 b,14306.88519
NGTS-23,NGTS-23 b,4.0764326
Kepler-517,Kepler-517 b,60.92832271
Kepler-212,Kepler-212 b,16.257582
Kepler-381,Kepler-381 b,5.629021
Kepler-313,Kepler-313 c,32.273273
Kepler-341,Kepler-341 b,5.195528
Kepler-1809,Kepler-1809 b,3.7572999
Kepler-189,Kepler-189 b,10.399931
Kepler-213,Kepler-213 c,4.822962
Kepler-1340,Kepler-1340 b,0.665026916
Kepler-142,Kepler-142 c,4.761702
Kepler-352,Kepler-352 b,10.05537
Kepler-351,Kepler-351 b,37.054919
Kepler-1889,Kepler-1889 b,37.30369949
Kepler-365,Kepler-365 b,10.664903
Kepler-1991,Kepler-1991 b,13.26079792
Kepler-387,Kepler-387 b,6.791636
Kepler-1664,Kepler-1664 b,14.3868
Kepler-384,Kepler-384 c,45.348269
Kepler-317,Kepler-317 c,8.77501
Kepler-233,Kepler-233 c,60.418955
Kepler-1151,Kepler-1151 b,65.6478424
Kepler-288,Kepler-288 b,6.097326
Kepler-299,Kepler-299 d,15.054786
Kepler-1187,Kepler-1187 b,18.87064068
Kepler-1841,Kepler-1841 b,25.88599968
Kepler-389,Kepler-389 b,3.244107
Kepler-155,Kepler-155 c,52.661793
Kepler-1875,Kepler-1875 b,34.45859909
Kepler-355,Kepler-355 c,25.762294
Kepler-380,Kepler-380 b,3.930821
Kepler-1195,Kepler-1195 b,8.49642241
Kepler-81,Kepler-81 c,12.04
Kepler-250,Kepler-250 d,17.648312
Kepler-393,Kepler-393 c,14.613612
Kepler-321,Kepler-321 b,4.915379
Kepler-186,Kepler-186 c,7.267302
Kepler-1183,Kepler-1183 b,28.5057189
Kepler-1067,Kepler-1067 c,5.425839901
Kepler-381,Kepler-381 c,13.391635
Kepler-137,Kepler-137 c,18.735753
Kepler-161,Kepler-161 b,4.921355
Kepler-445,Kepler-445 c,4.871229
Kepler-33,Kepler-33 d,21.77596
Kepler-733,Kepler-733 b,20.83424726
Kepler-219,Kepler-219 b,4.585512
